concept_uri,preferred_label,description
http://data.europa.eu/esco/skill/3556c075-eee0-4549-b730-48ae70cb5af9,Methoden der Mittelbeschaffung,"Die finanziellen Möglichkeiten für die Finanzierung von Projekten, von herkömmlichen Methoden wie Darlehen, Risikokapital, öffentliche oder private Zuschüsse bis hin zu alternativen Methoden wie Crowdfunding."
http://data.europa.eu/esco/skill/355c4510-8b6c-4d39-9e4d-5b91ddda2fb4,Zellkulturen analysieren,"Analyse von Zellkulturen, die aus Gewebeproben gewonnen werden, und Untersuchung des Zervixschleims, um mögliche Fruchtbarkeitsprobleme zu ermitteln."
http://data.europa.eu/esco/skill/3563cd80-cea7-4410-b049-7dd6ad7b7074,Handhobelmaschine bedienen,"Bedienen einer nicht automatischer oder halbautomatischen Handhobelmaschine zum Schneiden der Oberfläche von Werkstücken, um sie zu ebnen."
http://data.europa.eu/esco/skill/35718973-913e-447b-a968-83e66e6c8872,Inventar von Produktionswaren pflegen,"Pflegen eines Inventars, das sowohl Rohstoffe als auch Zwischenprodukte und Fertigerzeugnisse enthält. Zählen von Waren und Lagern für die nachfolgenden Produktions- und Vertriebstätigkeiten."
http://data.europa.eu/esco/skill/3573a4e0-0d50-4a37-9d8c-f963ea3d3f99,über Störungen an Toilettenanlagen informieren,"Melden an die betreffenden Dienste, wenn die Toilette nicht ordnungsgemäß funktioniert oder die entsprechende Ausrüstung defekt ist, sowie Anbringen eines Schilds an den jeweiligen Kabinen mit dem Hinweis „Außer Betrieb“."
http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,sich an unterschiedliche Witterungsbedingungen anpassen,Umgang mit der regelmäßigen Exposition gegenüber extremen Witterungsbedingungen und gefährlichen Umgebungen.
http://data.europa.eu/esco/skill/3578782a-fbbd-4183-a97c-1e69ef93bad6,Kopfhautbeschwerden behandeln,"Verwendung spezieller Lotionen, Shampoos oder Utensilien zur Behandlung von Kopfhaut- oder Haarbeschwerden, wie Haarausfall, Haarschädigung, Schuppen oder Schuppenflechte."
http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4,Informationssicherheitsstrategie entwickeln,"Festlegung einer Unternehmensstrategie in Bezug auf die Informationssicherheit, um die Integrität und Verfügbarkeit von Informationen und den Datenschutz zu maximieren."
http://data.europa.eu/esco/skill/357e1729-e2a8-49f4-8b42-dc8b278320fa,bearbeitetes Werkstück entnehmen,Entnehmen einzelner Werkstücke aus der Herstellungsmaschine oder dem Werkzeug nach der Verarbeitung. Bei einem Förderband ist dies eine schnelle und kontinuierliche Bewegung.
http://data.europa.eu/esco/skill/3592e08e-2602-4700-a14f-084bd8ebf845,Kunden/Kundinnen mit kontrollierten gesundheitlichen Problemen in Fitnessprogrammen betreuen,Anerkennen der Standards und beruflichen Einschränkungen bei der Arbeit mit schutzbedürftigen Kunden. Beobachtung der Trends in der Branche.
http://data.europa.eu/esco/skill/3592e67f-fff1-4a62-9f4e-96edcfe10152,Instrumente zur Pferdezahnbehandlung verwenden,"Sicherstellen, dass die Instrumente zur Pferdezahnbehandlung hohen Standards entsprechen, dass sie vorbereitet und gebrauchsfertig sind, einschließlich persönlicher Schutzausrüstung mit dem Ziel, die Gefahr der Übertragung von Tierseuchen möglichst gering zu halten."
http://data.europa.eu/esco/skill/3597b613-de06-45d8-89a4-6b01ceb1c3a8,Gruppensitzungen zum Thema Ernährung veranstalten,"Bereitstellung von Informationen über gute Ernährung, gesunde Essgewohnheiten und Ernährungsüberwachung für Gruppen."
http://data.europa.eu/esco/skill/359b5031-74da-418f-bd97-6f4e66eb9851,auf großen Druckmaschinen drucken,"Methoden, Verfahren und Einschränkungen im Zusammenhang mit dem Druck auf Maschinen, die große Mengen und Größen von grafischen Druckmaterialien erzeugen."
http://data.europa.eu/esco/skill/359b86b4-c7ff-47f8-b128-64ca24bfea1c,in den Gebrauch von Hörhilfen einweisen,Einweisen von Patienten in den Gebrauch und die Pflege der verschriebenen Hörhilfen.
http://data.europa.eu/esco/skill/35b8ed9a-8649-41a7-9dac-013e9b3bbde1,Reisepakete erstellen,"Fertigstellen von Urlaubs- und Reisepaketen und Organisieren von Unterkünften, Logistik und Transportdienste, z. B. gecharterten Flugzeugen, Taxen oder Mietwagen für Kunden sowie Zusatzleistungen und Ausflüge."
http://data.europa.eu/esco/skill/35bca3d6-c1ae-48ff-9ae3-a11cea578c2c,Einfluss geologischer Faktoren auf Bergbauarbeiten,Kenntnis der Auswirkungen geologischer Faktoren wie Verwerfungen und Gesteinsbewegungen auf Bergbauarbeiten.
http://data.europa.eu/esco/skill/35c14603-a445-468a-a4f3-03f2ffa278fd,Tierbesitzer anweisen,"Anweisen und Beraten von Tierbesitzern und Betreuern, damit sie das Wohlbefinden der Tiere oder des Tieres verbessern und erhalten können."
http://data.europa.eu/esco/skill/35ccdf6c-6928-4ad1-967f-c984134b6bd9,Farbschichten auftragen,"Aufsprühen von Farbschichten auf Fahrzeugteile, Bedienen von Malutensilien und Trocknenlassen frisch besprühter Fahrzeuge in einer temperierten und staubdichten Umgebung."
http://data.europa.eu/esco/skill/35ce6e9f-ec73-4617-8f4d-bd6b241c7d90,Biologie unterrichten,"Unterrichtung von Schülern und Studierenden in der Theorie und Praxis der Biologie, insbesondere in der Biochemie, der Molekularbiologie, der Zellbiologie, der Genetik, der Entwicklungsbiologie, der Hämatologie, der Nanobiologie und der Zoologie."
http://data.europa.eu/esco/skill/35df8d0d-3cc7-4c7e-a260-094ab1b1604b,gesetzliche Bestimmungen für Tätigkeiten im Kfz-Einzelhandel,"Kenntnis der bestehenden Verordnungen und gesetzlichen Bestimmungen; sicherstellen, dass alle Tätigkeiten innerhalb der gesetzlichen Grenzen liegen."
http://data.europa.eu/esco/skill/35e965e9-4d01-40eb-a6a5-94fa9eb15b15,Nagellöcher in Holzdielen versiegeln,Versiegeln von Nagellöchern in Holzdielen mit Holzkitt. Entfernen von überschüssigem Material mit einem Kunststoffspachtel oder einem Kittmesser.
http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae,Qualität gewährleisten,"Streben nach Spitzenleistungen bei Prozessen, Produkten und Tätigkeiten am Arbeitsplatz."
http://data.europa.eu/esco/skill/35ecc6a1-5fc4-45d8-baf1-205a863d3e1c,mit Bestattungsunternehmern zusammenarbeiten,"Treffen von Vorkehrungen und Zusammenarbeit mit Bestattungsunternehmern, die Bestattungsdienste für Personen anbieten, die unter Ihrer Verantwortung auf dem Friedhof bestattet werden."
http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9,Laborausrüstung,"Instrumente und Ausrüstung, die von Wissenschaftlern und anderen wissenschaftlichen Fachkräften in einem Labor eingesetzt werden."
http://data.europa.eu/esco/skill/35f1f02e-f1b9-44a2-92d3-032a16fe586e,mit medikamentös behandelten Nutzern/Nutzerinnen des Gesundheitssystems arbeiten,"Arbeiten mit den Nutzern des Gesundheitssystems, die verschriebene Medikamente und andere Arzneimittel verwenden."
http://data.europa.eu/esco/skill/36065f25-3bbe-4a5c-a0fe-5623ad4b20df,Handwerkskunst,"Techniken, die für die Gestaltung von handgefertigten Waren eingesetzt werden."
http://data.europa.eu/esco/skill/3606bf22-1987-4356-b8c4-13e89d8f6c69,Förderdaten interpretieren,Verarbeiten und Interpretieren von Förderdaten und Übermittlung von Feedback an die Entwicklungsteams; Anwendung von Erkenntnissen auf konkrete operative Tätigkeiten.
http://data.europa.eu/esco/skill/360bad99-6286-4db4-aefc-e3be77b5c978,Reiseversicherungen bewerben,"Bewerben und Verkaufen von Versicherungen zur Deckung von Behandlungskosten, des finanziellen Ausfalls von Reiseunternehmen und anderer bei der Reise entstandenen Verluste, entweder im eigenen Land oder international."
http://data.europa.eu/esco/skill/360c095b-b086-4613-a909-c12469f50364,Glastafel kontrollieren,"Kontrollieren der Glastafeln, um Fehler, wie Blasen oder Steine, zu erkennen, wobei fehlerhafte Glastafeln gekennzeichnet werden."
http://data.europa.eu/esco/skill/360e089b-e317-4d28-b3f4-d22c6a6cd50c,Metalle für Schmuckstücke gießen,"Erhitzen und Gießen von Materialien für Schmuckstücke; Gießen in Formen zur Herstellung von Schmuckmodellen. Verwendung von Geräten für die Schmuckherstellung, z. B. Schraubenschlüsseln, Zangen oder Pressen."
http://data.europa.eu/esco/skill/360e1c45-d335-4a19-b717-e1932927a72b,Lieferung von Rohstoffen handhaben,"Entgegennehmen von Rohstoffen von den Lieferanten. Kontrolle der Qualität und Genauigkeit der Rohstoffe sowie deren Verladen in das Lager. Sicherstellen, dass die Rohstoffe angemessen aufbewahrt werden, bis sie von der Produktionsabteilung verlangt werden.
   "
http://data.europa.eu/esco/skill/3625aaa5-84ab-43bc-98cf-82e21ffcea12,Pedalkontrolle übernehmen,"Verwenden eines am Beifahrersitz eines Fahrzeugs angebrachten zusätzlichen Brems-, Gas- oder Kupplungspedals, um die Pedale des Fahrers außer Kraft zu setzen und die Kontrolle zu übernehmen."
http://data.europa.eu/esco/skill/362e01a8-3f99-4d1a-96f7-ce69f9f7e39f,Schutzausrüstung gegen Infektionskrankheiten bereitstellen,"Bereitstellen persönlicher Schutzausrüstung gegen Infektionskrankheiten wie Masken, Händedesinfektionsmittel und Handschuhe.
   "
http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,lokale Gemeinschaften in die Verwaltung von Naturschutzgebieten einbeziehen,"Aufbau einer Beziehung zur lokalen Gemeinschaft am Reiseziel, um Konflikte zu minimieren, indem das wirtschaftliche Wachstum der lokalen Tourismusunternehmen unterstützt und die lokalen traditionellen Praktiken respektiert werden.
   "
http://data.europa.eu/esco/skill/3635b5e3-bdaa-449e-ade4-2973e0a3aba6,Aufzeichnungen der militärischen Aufklärung entwickeln,Auswertung von Informationen und Entwicklung von Aufzeichnungen der militärischen Aufklärung durch Abgleich verschiedener Arten von Informationen mit anderen Informationsquellen.
http://data.europa.eu/esco/skill/363e30cf-b3ec-4b3f-b02c-ac77a5902d15,Ein- und Ausfuhrstrategien festlegen,"Entwicklung und Planung der Ein- und Ausfuhr entsprechend der Größe des Unternehmens, der Art seiner Produkte, der Fachkenntnisse und der Geschäftsbedingungen an den internationalen Märkten."
http://data.europa.eu/esco/skill/36404bb8-ecce-4afc-88bc-78ebd45c4b90,Vorkehrungen für zu erwartende Probleme im Straßenverkehr treffen,"Treffen von Vorkehrungen für zu erwartende Probleme im Straßenverkehr, z. B. Reifenpannen, Verfolgungsfahrten, Untersteuerung oder Übersteuerung."
http://data.europa.eu/esco/skill/364b3628-c750-436a-8f5c-1a75dd5c6648,sich über die neusten Buchveröffentlichungen auf dem Laufenden halten,Information über kürzlich veröffentlichte Buchtitel und Versionen zeitgenössischer Autoren.
http://data.europa.eu/esco/skill/36500a31-3204-45b2-bf75-5cfe06d9cea2,Thermomanagement einsetzen,"Bereitstellung von Thermomanagementlösungen für die Produktgestaltung, die Systementwicklung und elektronische Geräte zum Schutz von Hochleistungssystemen und Anwendungen in anspruchsvollen Umgebungen. Zusammenarbeit mit Kunden oder anderen Ingenieuren."
http://data.europa.eu/esco/skill/3652c7df-362c-4b44-a193-52713c566106,Schwimmstile,"Die unterschiedlichen Schwimmstile und -techniken, z. B. Kraulen, Brustschwimmen und Rückenschwimmen."
http://data.europa.eu/esco/skill/36543682-5f95-4cac-9eb8-8d9990b00820,Boden- und Wandbeläge verkaufen,"Verkauf von Teppichen, Vorhängen, Linoleum-Mustern und Teppichböden auf möglichst attraktive Weise, um die Kunden zum Kauf anzuregen."
http://data.europa.eu/esco/skill/3654eff3-5056-4728-87ab-d9c0d34e589e,Zahnersatz polieren,"Erhalten von Zahnersatz aus Metall, Gold und Amalgam durch Polieren, um die Auswirkungen der Oberflächenkorrosion zu mildern und das ästhetische Erscheinungsbild des Zahnersatzes nach den Anweisungen des Zahnarztes und unter dessen Aufsicht zu bewahren."
http://data.europa.eu/esco/skill/36570124-e778-4213-862e-c4059eb5c224,finanzielle Lage des Schuldners beurteilen,"Beurteilung der Vermögensverhältnisse des Schuldners durch Bewertung des persönlichen Einkommens und der Ausgaben sowie der Vermögensbilanz, die den Wert des Hauses, das Bankkonto, das Fahrzeug und sonstige Vermögenswerte umfasst."
http://data.europa.eu/esco/skill/36576c3d-2c7b-4755-bc67-ec1452470c98,Reifen auswuchten,"Messung des statischen und dynamischen Gleichgewichts von Reifen mithilfe von Sensoren, Reifenwuchtmaschinen mit Bullauge und digitalen Reifenwuchtmaschinen sowie Anpassung durch Einkleben von Gewichten in den Reifen, um eine Unwucht zu korrigieren und Vibrationen, Geräusche und eine ungleichmäßige Abnutzung zu vermeiden."
http://data.europa.eu/esco/skill/3658e07d-b459-4393-a9a8-fe83bce4815c,Weinkellerbestände verwalten,"Sicherstellen, dass Kellerbestände regelmäßig überprüft werden. Behandlung von Problemen entsprechend den organisatorischen Verfahren."
http://data.europa.eu/esco/skill/3659c733-e366-4a2f-86c6-304ab01481cc,Literaturtheorie,"Die verschiedenen Literaturgattungen und die Art, wie sie in spezifische Szenerien passen."
http://data.europa.eu/esco/skill/365a6de0-49a4-44d5-ac01-ebf1c626fb22,die Koordinierung zwischen Abteilungen in einem Gastbetrieb leiten,Überwachung und Koordinierung der Abteilungen in einem Gastbetrieb und regelmäßige Kommunikation mit den zuständigen Abteilungsleitern.
http://data.europa.eu/esco/skill/365c74da-c38d-42d7-ac9c-747e2e401dca,Messmethoden für Kraftstoffbestände,Kenntnis der Messmethoden für Kraftstoffbestände; Kenntnis der Verfahren für die Messung von Kraftstoffblasen mittels Kraftstoffmessstäben.
http://data.europa.eu/esco/skill/3664c22d-ade8-4bdf-9827-95f0d2fe3131,Unterdecke anbringen,"Anbringen von Standard-Deckenplatten an vorbereiteten Profilen, die von der eigentlichen Decke getrennt sind, sodass ein Deckenhohlraum entsteht."
http://data.europa.eu/esco/skill/367165b1-fb00-4e55-a8ba-99b2510718b6,Betriebsvorgänge in Docks,"Kenntnis der Vorgänge in Docks, in erster Linie derjenigen, die sich auf den Ein- und Ausgang von Frachtsendungen beziehen. Kenntnis der Logistikaktivitäten in Bezug auf Kräne, Container und Ladungen."
http://data.europa.eu/esco/skill/367c240d-5f34-423a-86b1-866ad27206ea,analoge Dokumente in ein digitales Format konvertieren,Laden analoger Dokumente durch Umwandlung in ein digitales Format unter Verwendung spezieller Hard- und Software.
http://data.europa.eu/esco/skill/368e5db0-ecca-4694-b116-3bb0f238d10c,Sensoren zusammenbauen,Anbringen von Chips auf einem Sensorsubstrat und Befestigen durch Löt- oder Wafer-Bumping-Verfahren.
http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed,Marketing per E-Mail durchführen,"Entwerfen und Verfassen gezielter Kunden-E-Mails, Verwaltung von Kunden-E-Mails für markenbezogene E-Mail-Marketingprogramme, um den Gewinn zu steigern und die Kundenkommunikation und Kundengewinnung zu verbessern."
http://data.europa.eu/esco/skill/36966fbf-bbe2-4c3d-93cf-ca1d665f3012,physikalische Prüfung von Leder,"Reihe von Prüfungen zur Beschreibung der physikalischen Eigenschaften von Leder. Dazu zählen die Analyse der Leistungskennwerte von Leder, wie z. B. Biege-, Abrieb-, Reißfestigkeit usw."
http://data.europa.eu/esco/skill/36a48e03-4466-4ea3-b463-cbce02cbd7bb,Wartung von Küchengeräten sicherstellen,"Sicherstellen der Koordinierung und Überwachung der Reinigung und Wartung von Küchengeräten.
	"
http://data.europa.eu/esco/skill/36aa8d72-84b2-4abc-a30b-cdee19363cb3,Teile von Fertigprodukten messen,"Bedienen von Messgeräten zur Vermessung von Teilen von Fertigobjekten. Berücksichtigung der Spezifikationen der Hersteller bei der Vermessung.
	"
http://data.europa.eu/esco/skill/36b04285-6b9d-47e6-bcf9-e6a9ac2612aa,Haushalt von Schulen verwalten,Durchführung von Kostenschätzungen und Haushaltsplanung einer Bildungseinrichtung oder Schule. Überwachung des Schulhaushalts sowie der Kosten und Ausgaben. Bericht über den Haushaltsplan.
http://data.europa.eu/esco/skill/36bca324-45b8-4a90-925c-9f61f6b7bed4,Zuschlagskalkulationsmodelle erstellen,Regelmäßige Erstellung von Kosten- und Preisgestaltungsmodellen unter Berücksichtigung der Kosten für Materialien und Lieferkette sowie der Personal- und Betriebskosten.
http://data.europa.eu/esco/skill/36c394b9-42c0-41a1-bba0-bf74e9c33ca2,neuromuskuloskelettale Therapie anbieten,Anbieten von neuromuskuloskelettaler Therapie und Betreuung; dazu gehört die überwiegend manuelle Manipulation der Wirbelsäule und anderer Gelenke des Patienten.
http://data.europa.eu/esco/skill/36c67907-7863-467e-99b3-a11d0c9448d2,Flugpläne ausführen,Anhören der Einweisung durch den Flugkapitän oder Purser; Verstehen der Leistungsanforderungen und angemessene Erfüllung der in Auftrag gegebenen Aufgaben.
http://data.europa.eu/esco/skill/36ca973f-7997-46f6-82f2-75277a003f45,Konstruktionszeichnungen für das Bühnenbild anfertigen,"Visuelles Beschreiben der verschiedenen Teile des Bühnenbilds, um den Plan zu entwickeln und mit anderen zu teilen."
http://data.europa.eu/esco/skill/36cf8d2c-3463-4147-8ea3-c423280087ab,fehlerhafte Produkte entfernen,Entfernen fehlerhafter Produkte aus der Fertigungslinie.
http://data.europa.eu/esco/skill/36dc0b74-84ee-4be2-a91c-0a91b4576a21,Qualitätssicherungsverfahren für Schuhwerk und Lederwaren anwenden,"Anwenden von Qualitätssicherung bei Schuhwerk und Lederwaren. Analysieren des Materials, der Komponente oder des Modells unter Verwendung relevanter Qualitätskriterien. Vergleich des Materials und sonstiger von den Lieferanten erhaltener Komponenten oder des Endprodukts mit Normen. Visuelle Beobachtung und Berichterstattung. Kontrolle der Qualität des Leders im Lager. Wenn nötig, Prüfung der Komponenten im Labor. Bei Aufforderung Definieren der Abhilfemaßnahmen."
